AF,AltNames,Apogee,Bus,DDate,DFlag,Dest,Diameter,DryFlag,DryMass,IF,Inc,JCAT,LDate,LFlag,Length,Manufacturer,Mass,MassFlag,Motor,Name,ODate,OQUAL,OpOrbit,Owner,PF,PLName,Parent,Perigee,Piece,Primary,SDate,Satcat,Shape,Span,SpanFlag,State,Status,TotFlag,TotMass,Type
,-,349,Starlink,-,,-,2.8,?,260,,97.67,S56332,2023 Apr 27,?,0.2,SPXS,300,,-,Starlink 5093,2023 Apr 27,-,LLEO/S,SPXS,,Starlink Group 3-5-16,A10930,296,2023-058R,Earth,2023 Apr 27 1440:43,56332,Box + pan,9.0,?,US,O,,300,P      O
,-,349,Starlink,-,,-,2.8,?,260,,97.67,S56333,2023 Apr 27,?,0.2,SPXS,300,,-,Starlink 5553,2023 Apr 27,-,LLEO/S,SPXS,,Starlink Group 3-5-17,A10930,296,2023-058S,Earth,2023 Apr 27 1440:43,56333,Box + pan,9.0,?,US,O,,300,P      O
,-,349,Starlink,-,,-,2.8,?,260,,97.67,S56334,2023 Apr 27,?,0.2,SPXS,300,,-,Starlink 5548,2023 Apr 27,-,LLEO/S,SPXS,,Starlink Group 3-5-18,A10930,296,2023-058T,Earth,2023 Apr 27 1440:43,56334,Box + pan,9.0,?,US,O,,300,P      O
,-,349,Starlink,-,,-,2.8,?,260,,97.67,S56335,2023 Apr 27,?,0.2,SPXS,300,,-,Starlink 5559,2023 Apr 27,-,LLEO/S,SPXS,,Starlink Group 3-5-19,A10930,296,2023-058U,Earth,2023 Apr 27 1440:43,56335,Box + pan,9.0,?,US,O,,300,P      O
,-,349,Starlink,-,,-,2.8,?,260,,97.67,S56336,2023 Apr 27,?,0.2,SPXS,300,,-,Starlink 5562,2023 Apr 27,-,LLEO/S,SPXS,,Starlink Group 3-5-20,A10930,296,2023-058V,Earth,2023 Apr 27 1440:43,56336,Box + pan,9.0,?,US,O,,300,P      O
,-,349,Starlink,-,,-,2.8,?,260,,97.67,S56337,2023 Apr 27,?,0.2,SPXS,300,,-,Starlink 5561,2023 Apr 27,-,LLEO/S,SPXS,,Starlink Group 3-5-21,A10930,296,2023-058W,Earth,2023 Apr 27 1440:43,56337,Box + pan,9.0,?,US,O,,300,P      O
,-,349,Starlink,-,,-,2.8,?,260,,97.67,S56338,2023 Apr 27,?,0.2,SPXS,300,,-,Starlink 5554,2023 Apr 27,-,LLEO/S,SPXS,,Starlink Group 3-5-22,A10930,296,2023-058X,Earth,2023 Apr 27 1440:43,56338,Box + pan,9.0,?,US,O,,300,P      O
,-,349,Starlink,-,,-,2.8,?,260,,97.67,S56339,2023 Apr 27,?,0.2,SPXS,300,,-,Starlink 5552,2023 Apr 27,-,LLEO/S,SPXS,,Starlink Group 3-5-23,A10930,296,2023-058Y,Earth,2023 Apr 27 1440:43,56339,Box + pan,9.0,?,US,O,,300,P      O
,-,349,Starlink,-,,-,2.8,?,260,,97.67,S56340,2023 Apr 27,?,0.2,SPXS,300,,-,Starlink 5540,2023 Apr 27,-,LLEO/S,SPXS,,Starlink Group 3-5-24,A10930,296,2023-058Z,Earth,2023 Apr 27 1440:43,56340,Box + pan,9.0,?,US,O,,300,P      O
,-,349,Starlink,-,,-,2.8,?,260,,97.67,S56341,2023 Apr 27,?,0.2,SPXS,300,,-,Starlink 5543,2023 Apr 27,-,LLEO/S,SPXS,,Starlink Group 3-5-25,A10930,296,2023-058AA,Earth,2023 Apr 27 1440:43,56341,Box + pan,9.0,?,US,O,,300,P      O
,-,349,Starlink,-,,-,2.8,?,260,,97.67,S56342,2023 Apr 27,?,0.2,SPXS,300,,-,Starlink 5955,2023 Apr 27,-,LLEO/S,SPXS,,Starlink Group 3-5-26,A10930,296,2023-058AB,Earth,2023 Apr 27 1440:43,56342,Box + pan,9.0,?,US,O,,300,P      O
,-,349,Starlink,-,,-,2.8,?,260,,97.67,S56343,2023 Apr 27,?,0.2,SPXS,300,,-,Starlink 5976,2023 Apr 27,-,LLEO/S,SPXS,,Starlink Group 3-5-27,A10930,296,2023-058AC,Earth,2023 Apr 27 1440:43,56343,Box + pan,9.0,?,US,O,,300,P      O
,-,349,Starlink,-,,-,2.8,?,260,,97.67,S56344,2023 Apr 27,?,0.2,SPXS,300,,-,Starlink 5974,2023 Apr 27,-,LLEO/S,SPXS,,Starlink Group 3-5-28,A10930,296,2023-058AD,Earth,2023 Apr 27 1440:43,56344,Box + pan,9.0,?,US,O,,300,P      O
,-,349,Starlink,-,,-,2.8,?,260,,97.67,S56345,2023 Apr 27,?,0.2,SPXS,300,,-,Starlink 5979,2023 Apr 27,-,LLEO/S,SPXS,,Starlink Group 3-5-29,A10930,296,2023-058AE,Earth,2023 Apr 27 1440:43,56345,Box + pan,9.0,?,US,O,,300,P      O
